fileName,script,labels
Ses03M_script02_2_F048,I am sorry Augie.,hap
Ses03M_script02_2_M045,Shh.  If we're very quiet the fish might come.,hap
Ses03M_script02_2_F049,Or not.,hap
Ses03M_script02_2_M046,Or not.,hap
Ses03M_script03_1_M000,Good God.,xxx
Ses03M_script03_1_F000,Do you think it's them?,xxx
Ses03M_script03_1_M001,I wonder.,xxx
Ses03M_script03_1_F001,And nobody knows we're here except for Freda and she wouldn't ring up.,xxx
Ses03M_script03_1_M002,Well it must be them then.,xxx
Ses03M_script03_1_F002,What are you going to do?,xxx
Ses03M_script03_1_M003,We're fine right?  Aren't we?  Whatever happens darling.,xxx
Ses03M_script03_1_F003,Now and always sweet.,exc
Ses03M_script03_1_M004,I don't care then.,exc
Ses03M_script03_1_F004,"I mean, it was, it's bound to come out sooner or later.",exc
Ses03M_script03_1_M005,Hello?  Hello?  What?,xxx
Ses03M_script03_1_F005,That sent shivers up my spine.,exc
Ses03M_script03_1_M006,"No, wrong number.",exc
Ses03M_script03_1_M007,What are we to do if they suddenly walk in on us?,xxx
Ses03M_script03_1_F006,Behave exquisitely.,exc
Ses03M_script03_1_M008,With the most perfect poise?,xxx
Ses03M_script03_1_F007,Certainly.  And I shall probably do a court courtesy.,xxx
Ses03M_script03_1_M009,um- Things that should matter dreadfully don't seem to matter at all when one's happy do they?,xxx
Ses03M_script03_1_F008,What is so horrible is that one cannot stay happy.,xxx
Ses03M_script03_1_M010,"Oh, darling.  Don't say that.",xxx
Ses03M_script03_1_F009,"It's true.  I mean, the whole business it's a very poor joke.",xxx
Ses03M_script03_1_M011,"You mean that, that sacred and beautiful thing love?",xxx
Ses03M_script03_1_F010,Yes.  I mean just that.,xxx
Ses03M_script03_1_M012,What does that all mean?  That's what I asked myself on my quest for ultimate truth.  What does it all mean?,xxx
Ses03M_script03_1_F011,Don't laugh at me.  I'm serious.,xxx
Ses03M_script03_1_M013,"[LAUGHTER] Oh, darling.  You mustn't be serious, that's just what they want.",xxx
Ses03M_script03_1_F012,Who's they?,xxx
Ses03M_script03_1_M014,All the futile moralists who try to make life unbearable.  Laugh at them.  Be flippant.,xxx
Ses03M_script03_1_M015,Laugh at all their sacred shibboleths.  Flippancy brings the acid in their damn sweetness and light.,xxx
Ses03M_script03_1_F013,So if I'm to laugh at everything then I must laugh at us too.,xxx
Ses03M_script03_1_M016,"Oh, certainly, you must.  We're figures of fun alright.",xxx
Ses03M_script03_1_F014,How long will it last?  This ludicrous overbearing love of ours?,xxx
Ses03M_script03_1_M017,Who knows?,xxx
Ses03M_script03_1_F015,Shall we always want to bicker and fight?,xxx
Ses03M_script03_1_M018,No.  That fire will fade along with our passion.,xxx
Ses03M_script03_1_F016,"Well, dear, shall we want that?",xxx
Ses03M_script03_1_M019,"Well, it depends on how well we've played.",xxx
Ses03M_script03_1_F017,"What happens if one of us dies?  I mean, does the other one still laugh?",xxx
Ses03M_script03_1_M020,"Of course, yes, yes, with all his might.",xxx
Ses03M_script03_1_F018,That's serious enough.,sad
Ses03M_script03_1_M021,"No.  No it isn't.  That's very laughable, a cunning little mystery all done with mirrors.",xxx
Ses03M_script03_1_F019,Darling I believe you're talking nonsense.,xxx
Ses03M_script03_1_M022,"Oh, and who isn't talking nonsense?",xxx
Ses03M_script03_1_M023,Let's be superficial and pity the poor philosophers hmmm?  Let's blow trumpets and squeakers and party as much as we can like quite idiotic school children.,xxx
Ses03M_script03_1_M024,Let's savor the delight of the moment.  Come kiss me darling before worms pop in and out of your eye sockets.,xxx
Ses03M_script03_1_F020,"Elliot, worms don't pop.",xxx
Ses03M_script03_1_M025,"I don't care what you do, you see?  As long, no I don't care what you do, see?",xxx
Ses03M_script03_1_M026,You can put green paint all over your body and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word as long as you love me best.,xxx
Ses03M_script03_1_F021,Thank you dear.  The same applies to you...,xxx
Ses03M_script03_1_F022,...only if you ever so much as look at another woman I'll kill you.,xxx
Ses03M_script03_1_M027,Remember that awful scene we had in Venice?,xxx
Ses03M_script03_1_F023,Which particular one?,xxx
Ses03M_script03_1_M028,The one when you bought a little painted wooden snake in the Piazza and put it in my bed.,xxx
Ses03M_script03_1_F024,"Charles, that was his name, Charles.  Oh, God he was so wiggled so beautifully.",xxx
Ses03M_script03_1_M029,Horrible little thing.,xxx
Ses03M_script03_1_F025,Yeah.  I know you did.  You threw it out the window and into the Grand Canal.  I don't think I'll ever forgive you for that.,xxx
Ses03M_script03_1_M030,I hated it.,xxx
Ses03M_script03_1_M031,How long did that rile last?,xxx
Ses03M_script03_1_F026,It went on intermittently for days.,xxx
Ses03M_script03_1_M032,"Oh, the worst one was in Cannes when you-",xxx
Ses03M_script03_1_F027,I burnt a hole in my comb too and all the towels in the bathroom.,xxx
Ses03M_script03_1_M033,you're curling iron burnt a hole in my dressing gown.,xxx
Ses03M_script03_1_M034,That was a rouser wasn't it?,xxx
Ses03M_script03_1_F028,[LAUGHTER] Yeah.  That was the first time you ever hit me.,xxx
Ses03M_script03_1_M035,I didn't hit you very hard.,neu
Ses03M_script03_1_F029,"The manager came in and saw us rolling on the floor, scratching and biting like panthers.",xxx
Ses03M_script03_1_M036,I will never forget his face. Ooh-rah [LAUGHTER].,xxx
Ses03M_script03_1_F030,"How ridiculous.  How utterly, utterly ridiculous.",xxx
Ses03M_script03_1_M037,We were very much younger then.,xxx
Ses03M_script03_1_F031,And much sillier too.,xxx
Ses03M_script03_1_M038,The real cause of that rile was Peter Burden.,xxx
Ses03M_script03_2_M000,Yes.  The real cause of that rile was Peter Burden.,neu
Ses03M_script03_2_F000,"Oh, come on, you knew there was nothing in that.",neu
Ses03M_script03_2_M001,I knew nothing of the sort.  You took presents from him.,xxx
Ses03M_script03_2_F001,Presents?  A trivial little broach.,ang
Ses03M_script03_2_M002,Mmm Hmm.  I remember it well.  Bristling with diamonds in the worst possible taste.,xxx
Ses03M_script03_2_F002,Not at all.  It was very pretty.  I still have it and I wear it often.,xxx
Ses03M_script03_2_M003,You went out of your way to torture me over Peter Burden.,ang
Ses03M_script03_2_F003,No I didn't.  You made up the whole thing in your jealous imagination.,neu
Ses03M_script03_2_M004,You must admit he was in love with you.,ang
Ses03M_script03_2_F004,Just a little perhaps but nothing serious.,neu
Ses03M_script03_2_M005,You let him kiss you. You said so.  What of it?,ang
Ses03M_script03_2_F005,Well what of it?,xxx
Ses03M_script03_2_F006,"Well it didn't harm him, in fact, it pleasured him a lot and it didn't hurt me.",neu
Ses03M_script03_2_M006,And what about me?,ang
Ses03M_script03_2_F007,"Well, if you hadn't been so suspicious and nosey you would've never known anything.",xxx
Ses03M_script03_2_M007,"Oh, that's a nice point of view I must say.",ang
Ses03M_script03_2_F008,"Look, I'm bored with this conversation.",xxx
Ses03M_script03_2_M008,"Yeah, so am I.  Bored stiff.",ang
Ses03M_script03_2_M009,You want some brandy?,neu
Ses03M_script03_2_F009,No thanks.,xxx
Ses03M_script03_2_M010,I'll have a little I think.,neu
Ses03M_script03_2_F010,I don't know why you want it.  You've already had two glasses.,ang
Ses03M_script03_2_M011,No particular reason.  Anyhow they were very small ones.,ang
Ses03M_script03_2_F011,I don't see what you have to go on and on with this kind of thing.,ang
Ses03M_script03_2_M012,Oh my...just because I just...okay...,ang
Ses03M_script03_2_M013,...having three small minute liquor glasses in the evening is hardly going on and on and on.,xxx
Ses03M_script03_2_F012,It's become a habit with you.,neu
Ses03M_script03_2_M014,You needn't be so grand just because you don't happen to want any yourself at the moment.,ang
Ses03M_script03_2_F013,Don't be so stupid.,xxx
Ses03M_script03_2_M015,Really Amanda.,fru
Ses03M_script03_2_F014,What?,ang
Ses03M_script03_2_M016,Nothing.,fru
Ses03M_script03_2_F015,[BREATHING],xxx
Ses03M_script03_2_M017,Going out somewhere dear?,fru
Ses03M_script03_2_F016,"No, just making myself beautiful for you.",neu
Ses03M_script03_2_M018,That reply has broken my heart.,xxx
Ses03M_script03_2_F017,That's the woman's job to lure the man.  Watch me a moment won't you?,neu
Ses03M_script03_2_M019,Actually that's perfectly true.,neu
Ses03M_script03_2_F018,No it isn't.,xxx
Ses03M_script03_2_M020,Yes it is.,neu
Ses03M_script03_2_F019,"Oh, be quiet.",xxx
Ses03M_script03_2_F020,I think you should have some more brandy...,xxx
Ses03M_script03_2_M021,I think that,neu
Ses03M_script03_2_F021,...cause really,xxx
Ses03M_script03_2_F022,it doesn't seem to be working on you.,xxx
Ses03M_script03_2_M022,"perhaps maybe you should've had more brandy, it might've made you a little less disagreeable.",xxx
Ses03M_script03_2_F023,Well it really hasn't worked wonders with you.,xxx
Ses03M_script03_2_M023,"Hmm, snap, snap, snap like a little adder.",xxx
Ses03M_script03_2_F024,"Adders don't snap, they sting.",ang
Ses03M_script03_2_M024,Yes they do.  They have a bag of venom behind their fangs and they snap.,xxx
Ses03M_script03_2_F025,They sting.,ang
Ses03M_script03_2_M025,They snap.,fru
Ses03M_script03_2_F026,I don't care.  I don't care.  Do you understand?  I don't care if they roll around and bark like hoops.,xxx
Ses03M_script03_2_M026,Did you see much of Peter Burden after our divorce?,xxx
Ses03M_script03_2_F027,"Yes, I did.  Quite a lot.",xxx
Ses03M_script03_2_M027,I suppose you let him kiss you a great deal more then?,xxx
Ses03M_script03_2_F028,Mind your business.,ang
Ses03M_script03_2_M028,"Mmm, you must've had a riotous time.  No restraint at all, very enjoyable.  You never had much anyhow.",xxx
Ses03M_script03_2_F029,You're quite insufferable.  I expect it's because you're drunk.,ang
Ses03M_script03_2_M029,I'm not in the least bit drunk.,ang
Ses03M_script03_2_F030,You've always had a weak head.,ang
Ses03M_script03_2_M030,"Okay, like I mentioned before I had three very small, minute liquor glasses of brandy.  That's not even enough to get a child of two drunk.",ang
Ses03M_script03_2_F031,"On the contrary, a child of two can get violently drunk off just one glass of brandy.",ang
Ses03M_script03_2_M031,"Oh, what an interesting topic.  What about a child of four and a child of six?  A child of nine?",ang
Ses03M_script03_2_F032,Shut up.,ang
Ses03M_script03_2_M032,We might be able to bring up a splendid little debate about this intemperate tots.,ang
Ses03M_script03_2_F033,"Not very funny dear.  In fact, maybe you better have some more brandy.",ang
Ses03M_script03_2_M033,"Oh, thanks.  I think I will.",ang
Ses03M_script03_2_M034,You better turn that off.,ang
Ses03M_script03_2_F034,Why?,xxx
Ses03M_script03_2_M035,Because people upstairs will get annoyed.,xxx
Ses03M_script03_2_F035,There aren't any people upstairs.  This is a photographer's studio.,xxx
Ses03M_script03_2_M036,Well there are people downstairs I suppose.,xxx
Ses03M_script03_2_F036,They are away in Tunis.,neu
Ses03M_script03_2_M037,"Oh, this is no time to be in here for Tunis.",xxx
Ses03M_script03_2_F037,"Turn it on again, please.",fru
Ses03M_script03_2_M038,No I'll do no such thing.,ang
Ses03M_script03_2_F038,Very well.  If you insist on being a boorish and idiotic.,ang
Ses03M_script03_2_M039,"Come on, turn it off.  It's driving me mad.",ang
Ses03M_script03_2_F039,You are far too temperamental.  Try to control yourself.,ang
Ses03M_script03_2_M040,Turn it--Turn it off.,ang
Ses03M_script03_2_F040,Go away.  Go away.  I hate you.,ang
Ses03M_script03_2_M041,Very amusing indeed.,ang
Ses03M_script03_2_F041,"I hate you.  Listen I'm sick and tired of listening to you, you sadistic bully.",ang
Ses03M_script03_2_M042,"You know what?  You're a vile, little, evil-minded, little, wicked beast and I never want to see you again.",ang
Ses03M_script03_2_F042,"This is the end.  Understand?  This is the end, here and now, forever and always.",ang
Ses03M_script03_2_M043,You're not going nowhere. No you're not.,ang
Ses03M_script03_2_F043,"Oh, yes I am. Yes I am and you can't stop me.",ang
Ses03M_script03_2_M044,Just shut up.,ang
Ses03M_script03_2_M045,shut up. shut up.  I would-I would never marry you again if you came crawling back to me on your hands and knees because you're an evil-minded little vampire and I hope to God I never see you again.,ang
Ses03M_script03_2_F044,"Listen, you're a cruel fiend and I hate, loathe you.  Thank God finally, finally thank God I've realized just how horrible you are--and marry you?  Marry you?  Never. I will never marry you.  I will die die in torment-",ang
Ses03M_script03_2_F045,Beast. Brute. Cad. Swine. Beast. Beast. Brute. Devil. Sorry.,ang
Ses03M_script03_2_M046,Oh.,ang
Ses04F_impro01_F000,"Hi.  Um, excuse me I've been to, like, five of the desks here and nobody seems to be able to tell me what it is I need to do.  I've been here for over an hour.  Can you possibly help me?",xxx
Ses04F_impro01_M000,"Uh, lets- What do you need exactly?",fru
Ses04F_impro01_F001,Well I filled out all the forms and I've given them to everyone and they keep sending me to someone else.,fru
Ses04F_impro01_M001,"You need a new license, is that what you're telling me?",fru
Ses04F_impro01_F002,Yes.  I'm just trying to get a new license.,fru
Ses04F_impro01_M002,Let me see the form. Just let me see the form. Yeah.  You filled this out wrong.  I can't - I can't - I can't do anything with this.,fru
Ses04F_impro01_F003,Okay.  I did-,fru
Ses04F_impro01_M003,Ma'am I cannot help you.  You need to fill out a new form and you need to get in the back of the line.,fru
Ses04F_impro01_F004,I did exactly what they told me to do.,ang
Ses04F_impro01_F005,I have done everything everyone in this entire place has told me to do.  I've been here for over an hour.  They make me wait in line.  Every single time I start over again.,fru
Ses04F_impro01_M004,Ma'am I can't help you.  Do you understand?,fru
Ses04F_impro01_F006,I have a life.  I have things to do.  I have places to go.  Can you not just put this through please?,fru
Ses04F_impro01_M005,I've got a life too ma'am,ang
Ses04F_impro01_M006,and I got to - i got to work here all day long.  Okay.  I've got to deal with you people all day.,fru
Ses04F_impro01_M007,So what I need you to do is I need you to fill out this form correctly and go to the back of the line.,fru
Ses04F_impro01_F007,"Okay, that's nice. That's nice but I have done everything you people have told me to do. I don't understand why you can't just help me get this done.  It's simple, right?  License.  I need it. Can we just do this please?",fru
Ses04F_impro01_M008,There's nothing I can do for you.  Do you understand that?  Nothing.,ang
Ses04F_impro01_M009,"What I need you to do is go to the back of the line,",fru
Ses04F_impro01_F008,I've been to the back of the line five times.,ang
Ses04F_impro01_M010,fill out this form and wait,fru
Ses04F_impro01_M011,You're going to have to go back again.,ang
Ses04F_impro01_F009,Okay.  What is it that I did wrong on the form that I have to start all over again?,ang
Ses04F_impro01_M012,This whole area here you didn't initial,xxx
Ses04F_impro01_M013,and you filled out-,fru
Ses04F_impro01_F010,"Okay.  Well, I can do that right here right now without going to the back of the line again.  See look initialed.  All done. Ready to go.",ang
Ses04F_impro01_M014,Ma'am I have other people waiting in line right now.  I have other people waiting in line right now.,ang
Ses04F_impro01_F011,I have been waiting for over an hour.,fru
Ses04F_impro01_M015,This whole area of the form was not supposed to be filled out and you put the address in the wrong place,fru
Ses04F_impro01_M016,"Uhh, and you spelled your own name wrong.  So I need you to take that",fru
Ses04F_impro01_F012,I'm not starting over again.  No I have done this five times.  I am not starting over again.,ang
Ses04F_impro01_M017,"and, uh, throw it away. I need you to fill out a new form.",fru
Ses04F_impro01_M018,Ma'am you're going to have- you- look. You really- you really,fru
Ses04F_impro01_F013,Look can you not just help me?,fru
Ses04F_impro01_M019,I can't help you right now.  Do you understand that?,xxx
Ses04F_impro01_F014,I mean look she's -she's perfectly nice.  She doesn't mind waiting for a couple of minutes because I've been here all day. I have a job to get back to.  I have kids to pick up from school.  I can't just stay here.,ang
Ses04F_impro01_M020,Look I'm going on my lunch break right now.  So you're just going to have to take this form and go to the back of the line.,xxx
Ses04F_impro01_F015,No.  No.  No. No. You have to help me.,xxx
Ses04F_impro01_M021,like I said before right now.,ang
Ses04F_impro01_F016,This is your job is to help people like me who need to get a new license.,ang
Ses04F_impro01_F017,That's like the whole purpose of you being here.,xxx
Ses04F_impro01_M022,Ma'am you are testing my patience.  Do you understand me?,fru
Ses04F_impro01_F018,I- I- I'm testing your patience?,xxx
Ses04F_impro01_M023,You're testing my goddamn patience.,ang
Ses04F_impro01_F019,I'm testing your patience?,ang
Ses04F_impro01_M024,"I work in this fucking building all day. And I'm sick of it, okay?",ang
Ses04F_impro01_F020,Yeah.  You have to be here all day.,xxx
Ses04F_impro01_F021,I don't need to be.  I need to go and do other things with my time.  Okay.,ang
Ses04F_impro01_F022,"Please just put the form in, take the picture, let me get my license and get the hell out of here.  Please.",ang
Ses04F_impro01_M025,I've walked away already.  I'm not here anymore.,xxx
Ses04F_impro02_M000,So you're leaving tomorrow.,sad
Ses04F_impro02_F000,Yeah.  They just called.,sad
Ses04F_impro02_M001,This is really-this is unfair.,sad
Ses04F_impro02_F001,I know.,sad
Ses04F_impro02_M002,I don't see [BREATHING],fru
Ses04F_impro02_F002,I don't know what to say.  I don't want to go but I don't have a lot of choice.,sad
Ses04F_impro02_M003,"I mean we both knew that this was going to happen.  It's just that I feel that, you know, I don't want Susie growing up without a mother.",fru
Ses04F_impro02_M004,"And, uh, I'm afraid that if you, you know, when you leave, you won't come back.",sad
Ses04F_impro02_F003,I'm going to come back.  I need you to believe that.,sad
Ses04F_impro02_M005,You don't know that.,fru
Ses04F_impro02_F004,I need you to believe that too.  How am I supposed to believe everything's going to be okay if you don't?,xxx
Ses04F_impro02_M006,"I'll believe it, but- I'll believe it but it- I don't know that that's going to happen.",fru
Ses04F_impro02_F005,Well you have to have faith because I don't have a choice and I have to go.,sad
Ses04F_impro02_M007,You do have a choice.  You don't have to go.,xxx
Ses04F_impro02_F006,Do you think I want to leave you?,sad
Ses04F_impro02_M008,You have a choice.,fru
Ses04F_impro02_F007,I have to do this.  I don't want to leave.  Do you think I want to miss seeing her grow up?,sad
Ses04F_impro02_M009,I know.  It's just you don't have to do this for a living you know.,fru
Ses04F_impro02_M010,You're a smart person.  There are other things you can do.,fru
Ses04F_impro02_F008,Look we both knew what this meant when I signed on,fru
Ses04F_impro02_F009,And now- and now it's really shitty timing but now I have to go.,sad
Ses04F_impro02_F010,I mean I'm the one who has to leave here.  I'm the one who has to leave the two of you.  At least you get to be together.,fru
Ses04F_impro02_M011,It's just not going to work out without you here.,xxx
Ses04F_impro02_F011,What's that supposed to mean?,sad
Ses04F_impro02_M012,I mean we can't-we're not a complete family without you here.,sad
Ses04F_impro02_F012,Well I'll come back.  What is that supposed to mean?  You're not willing to wait for me to come back?,ang
Ses04F_impro02_M013,Of course I'm going to wait.  I just- I just don't like the idea of this happening because this isn't the last time this is going to happen. You're going to go on more tours and stuff.  I just- I can't-,fru
Ses04F_impro02_M014,I can't deal with this emotionally.,fru
Ses04F_impro02_F013,What do you want me to do?,fru
Ses04F_impro02_M015,I want you to leave.  I want you to leave the service.,fru
Ses04F_impro02_F014,Well I can't very well do it today.  I still have to leave tomorrow.,fru
Ses04F_impro02_M016,You can do it today.  You don't have to do anything.  You don't have to do anything you don't want to do.,fru
Ses04F_impro02_F015,"You're not making this any easier for me, you know.  I'm the one who has to go and you're really not helping.",fru
Ses04F_impro02_M017,Look I'm just telling you that you don't have to go.,fru
Ses04F_impro02_F016,I do have to go. And I need to know that you're here waiting for me and that you believe that I'm coming back.,fru
Ses04F_impro02_M018,That's all I'm saying... No you don't.,ang
Ses04F_impro02_F017,Thanks that helps.,ang
Ses04F_impro02_M019,It's just really unfair.  This is- this is bullshit.,fru
Ses04F_impro02_F018,I feel much better now.,ang
Ses04F_impro02_M020,"You're acting like, you know, you're the one who's going all through, you know, all this shit and it's really- it's really not.",ang
Ses04F_impro02_F019,I know I'm leaving you here with all the responsibility but at least you get to be with her.,fru
Ses04F_impro02_M021,Yeah.  Of course I do because I didn't enlist in this stupid thing.  Why don't you just get out now and then-,ang
Ses04F_impro02_F020,I will but I can't right now.,fru
Ses04F_impro02_M022,Yes- You don't have to go.  What are they going to do?  Huh?  Put a gun to your head?,xxx
Ses04F_impro02_F021,You know- you know how this works.  I have to go.,xxx
Ses04F_impro02_M023,Then go.  We'll be here when you get back.,fru
Ses04F_impro02_F022,That's how you want to leave it?,ang
Ses04F_impro02_M024,"I don't know how else to leave it.  What, do you want me to lie to you?",sad
Ses04F_impro02_M025,You want me tell you that I'm okay with it?,sad
Ses04F_impro02_F023,I want you to be okay with it as much as you can be.  I mean it's not a great situation but we don't have an option here.,sad
Ses04F_impro02_M026,Well I can't be okay with it the same way you can't not go.  It just doesn't work that way.,sad
Ses04F_impro02_F024,Fine.,sad
Ses04F_impro03_F000,I have something to tell you.,exc
Ses04F_impro03_M000,What?  You seem so excited.,neu
Ses04F_impro03_F001,It's really exciting.  Don't you want to guess?,exc
Ses04F_impro03_M001,"Uh, you got a new car, a new house. Uh, a dog.",neu
Ses04F_impro03_F002,Look.,exc
Ses04F_impro03_M002,Are you serious?  You're getting married.,sur
Ses04F_impro03_F003,Yes.  He finally proposed.  I'm getting married.,exc
Ses04F_impro03_M003,Holy shit that's amazing.,exc
Ses04F_impro03_F004,I know. I'm so-,exc
Ses04F_impro03_M004,Congratulations.,exc
Ses04F_impro03_F005,Thank you. [LAUGHTER],exc
Ses04F_impro03_M005,"I'm invited, right.",exc
Ses04F_impro03_F006,You think. [LAUGHTER],exc
Ses04F_impro03_M006,"I'll have to, uh, I'll have to get myself a new tux.  My, uh, the old one is a little worn and dirty.  That's awesome.  Where are you guys going to have it?",xxx
Ses04F_impro03_F007,"Well actually we were just talking about today and I don't really want to do like the traditional church thing, you know.  So we are going to get married in the meadow.",exc
Ses04F_impro03_F008,Do you remember up by Yosemite? Yeah.,xxx
Ses04F_impro03_M007,"Well, that's- that's- that's beautiful. That's a beautiful place to do it.",xxx
Ses04F_impro03_F009,We're going to get married in the middle of a meadow. [LAUGHTER],exc
Ses04F_impro03_F010,"Everybody's going to come up. We're going to stay in all the pretty cabins up there and, um, everybody's going to have, you know, really flowery sort of naturey stuff.",hap
Ses04F_impro03_F011,So pretty.,exc
Ses04F_impro03_M008,That's great,xxx
Ses04F_impro03_M009,I hope- they're not like,xxx
Ses04F_impro03_F012,Very Midsummer Night's wedding.,hap
Ses04F_impro03_M010,"Right.  Nice.  That's great.  I hope while we're up there nobody gets attacked by any, like, bears or wolves or anything.",xxx
Ses04F_impro03_F013,Thanks. Thanks a lot.  You're really helping the Excitement here. I hope no one dies.,exc
Ses04F_impro03_M011,"Well no, I am- I'm trying to be positive",xxx
Ses04F_impro03_M012,I'm trying to be positive.  I'm trying to say I hope that doesn't happen.,xxx
Ses04F_impro03_F014,"Okey Well- well-, you know what?  I was hoping that you would help",exc
Ses04F_impro03_M013,We're going to be in the middle of the wilderness. These kind of things happen,xxx
Ses04F_impro03_F015,plan everything.  So then you can make sure that no one gets attacked by bears.,exc
Ses04F_impro03_M014,Yeah.  I'll help plan.,exc
Ses04F_impro03_F016,Yeah?,exc
Ses04F_impro03_M015,Yeah.,xxx
Ses04F_impro03_F017,Really?,exc
Ses04F_impro03_M016,Sure.,xxx
Ses04F_impro03_F018,"Okay.  It's going to be in, like, six months.  So we don't have a really long time.",exc
Ses04F_impro03_M017,"I'm thinking greens, lots of greens. Greens and browns.  We're nature.",xxx
Ses04F_impro03_F019,Okay.,xxx
Ses04F_impro03_F020,No.  No browns.,xxx
Ses04F_impro03_M018,Why not browns?,neu
Ses04F_impro03_F021,It's a wedding.,xxx
Ses04F_impro03_M019,"It's a light brown, tanish.",neu
Ses04F_impro03_F022,Blue for the sky.,xxx
Ses04F_impro03_F023,Come on.,xxx
Ses04F_impro03_M020,I just think browns are really what you want to go with.  I mean I think there's more contrast between brown and green than there is-,neu
Ses04F_impro03_F024,who- Who's getting married though?,xxx
Ses04F_impro03_M021,I know but you just asked me to-,neu
Ses04F_impro03_F025,to help plan because I'm getting married. [LAUGHTER],xxx
Ses04F_impro03_M022,So we're going to go greens and browns.,xxx
Ses04F_impro03_F026,No.,xxx
Ses04F_impro03_M023,"Come on.  Please will you do the greens and browns, just the browns for me?",fru
Ses04F_impro03_M024,Just for me.  Come on.  I'm your best friend.,xxx
Ses04F_impro03_F027,It's not your wedding. You can-,xxx
Ses04F_impro03_M025,I'm your best friend,xxx
Ses04F_impro03_F028,You know what? You know what?,xxx
Ses04F_impro03_M026,Give me the browns.,xxx
Ses04F_impro03_F029,"You can't ruin my mood today.  If you want to wear a brown tux, you go ahead and wear a brown tux",xxx
Ses04F_impro03_M027,Okay.  Fine.  So green and what?,neu
Ses04F_impro03_F030,but bridesmaids aren't wearing brown and I'm not wearing brown.,xxx
Ses04F_impro03_M028,Blue?,neu
Ses04F_impro03_F031,Maybe,xxx
Ses04F_impro03_M029,"Okay, fine. Greens and blues.",neu
Ses04F_impro03_F032,I like blue.,xxx
Ses04F_impro03_M030,Greens and blues and maybe a little light yellow?,neu
Ses04F_impro03_F033,That would work.,xxx
Ses04F_impro03_M031,Yeah?,neu
Ses04F_impro03_F034,"Throw in a little- little, uh, trim in yellow.  Maybe some yellow flowers.",exc
Ses04F_impro03_M032,"Okay.  That sounds good. Um, and, uh, we're going to get like a five, uh, story cake, right?",neu
Ses04F_impro03_F035,"Yeah.  I hadn't actually thought about the cake yet, but",xxx
Ses04F_impro03_M033,"I mean, you know, you're going to have at least, like, two hundred and fifty people come.  So we're going to need, you know, just a huge buffet.",neu
Ses04F_impro03_F036,Yes.,exc
Ses04F_impro03_M034,"Fried chicken, mashed potatoes.",neu
Ses04F_impro03_F037,See this is why you have to help.,xxx
Ses04F_impro03_F038,because you're going to take care of everything.  You're going to think of all the details that I forget.,exc
Ses04F_impro03_M035,Well I can't be in charge of this.  I mean I got things I got to do.,neu
Ses04F_impro03_F039,Well right but you can help.,xxx
Ses04F_impro03_M036,Well this is really exciting.  I mean- I just- I couldn't be happier right now.,exc
Ses04F_impro03_M037,I'm thrilled.  God.,exc
Ses04F_impro03_F040,Ha ha ha.,exc
Ses04F_impro03_F041,Ha ha.,exc
Ses04F_impro03_M038,Just ecstatic.  I can't believe you're my best friend,exc
Ses04F_impro03_F042,Just couldn't be any cooler.,exc
Ses04F_impro03_M039,"You're my best friend, we're growing up and now you're getting married. that's amazing",exc
Ses04F_impro03_F043,I know.  I've been waiting forever.  I can't believe it's finally happening.,exc
Ses04F_impro03_M040,Wow.  I just- I- I- I feel like I'm going to faint.,exc
Ses04F_impro03_M041,I'm so- all the blood,exc
Ses04F_impro03_F044,You don't look like you're going to faint.,exc
Ses04F_impro03_M042,"has just rushed to my head, and I, and I mean honestly.",exc
Ses04F_impro03_M043,I'm getting a little weak in the knees.,exc
Ses04F_impro03_F045,So- So when are you getting married Mr. Excited?,exc
Ses04F_impro03_M044,"You know that I've never-I- I have a long run of bad relationships but, you know, I mean, you got to work through it.  It's fine.",xxx
Ses04F_impro03_F046,What about Kathy?  I mean you guys have been dating for a while.,xxx
Ses04F_impro03_M045,"Yeah, but",xxx
Ses04F_impro03_F047,You haven't ruined it yet.,exc
Ses04F_impro03_M046,"Yeah.  I know but it's, you know, maybe we'll get married.  I don't know.  Should be pretty-",xxx
Ses04F_impro03_F048,You really like,exc
Ses04F_impro03_M047,"I don't know.  Okay.  I mean gosh.  There's just- look there's a lot of pressure in getting married, okay.",neu
Ses04F_impro03_F049,What?  She could be just as excited as I am right now.,xxx
Ses04F_impro03_F050,You could make her that excited.  You really like her.  You guys have been together for a really long time now.,exc
Ses04F_impro03_M048,"Oh, I've made her that excited.",xxx
Ses04F_impro03_F051,[LAUGHTER] That's more than I needed to know.,exc
Ses04F_impro03_M049,What?  You've heard me talk about it before.,xxx
Ses04F_impro03_F052,[laughter],exc
Ses04F_impro03_M050,I'm a monster in bed.,xxx
Ses04F_impro04_M000,Hey.  Get out of the way.  I'm watching TV.,xxx
Ses04F_impro04_F000,That's helpful.,neu
Ses04F_impro04_F001,I just don't think I can do this anymore.  It's been a really long time and it's not like I'm not trying.,fru
Ses04F_impro04_M001,Well I guess you're not trying hard enough.,neu
Ses04F_impro04_F002,I am try-  it's been three years,fru
Ses04F_impro04_F003,and I have gone everywhere I can think of.  I have given resumes.  I have done interviews.  I've tried to pull in favors.  I've asked everybody I know for help.  I don't know what else to do.,fru
Ses04F_impro04_M002,"Just, I don't know, maybe you're not smart enough.",neu
